76038 silly lifecycle private@0.1.6~preinstall: no script for preinstall, continuing
80814 verbose linkBins hoek@0.9.1
80815 verbose linkMans hoek@0.9.1
80816 silly build boom@0.4.2
80817 info linkStuff boom@0.4.2
80818 silly linkStuff boom@0.4.2 has /Users/apple/Documents/project/web/node_modules/phantomjs/node_modules as its parent node_modules
80819 verbose linkBins boom@0.4.2
80820 verbose linkMans boom@0.4.2
80821 silly build cryptiles@0.2.2
80822 info linkStuff cryptiles@0.2.2
80823 silly linkStuff cryptiles@0.2.2 has /Users/apple/Documents/project/web/node_modules/phantomjs/node_modules as its parent node_modules
80824 verbose linkBins cryptiles@0.2.2
80825 verbose linkMans cryptiles@0.2.2
80826 silly build http-signature@0.10.1
80827 info linkStuff http-signature@0.10.1
80828 silly linkStuff http-signature@0.10.1 has /Users/apple/Documents/project/web/node_modules/phantomjs/node_modules as its parent node_modules
80829 verbose linkBins http-signature@0.10.1
80830 verbose linkMans http-signature@0.10.1
80831 silly build mime@1.2.11
80832 info linkStuff mime@1.2.11
80833 silly linkStuff mime@1.2.11 has /Users/apple/Documents/project/web/node_modules/phantomjs/node_modules as its parent node_modules
80834 verbose linkBins mime@1.2.11
80835 verbose linkMans mime@1.2.11
80836 silly build form-data@0.1.4
80837 info linkStuff form-data@0.1.4
80838 silly linkStuff form-data@0.1.4 has /Users/apple/Documents/project/web/node_modules/phantomjs/node_modules as its parent node_modules
80839 verbose linkBins form-data@0.1.4
80840 verbose linkMans form-data@0.1.4
80841 silly build mime-types@1.0.2
80842 info linkStuff mime-types@1.0.2
80843 silly linkStuff mime-types@1.0.2 has /Users/apple/Documents/project/web/node_modules/phantomjs/node_modules as its parent node_modules
80844 verbose linkBins mime-types@1.0.2
80845 verbose linkMans mime-types@1.0.2
80846 silly build oauth-sign@0.4.0
80847 info linkStuff oauth-sign@0.4.0
80848 silly linkStuff oauth-sign@0.4.0 has /Users/apple/Documents/project/web/node_modules/phantomjs/node_modules as its parent node_modules
80849 verbose linkBins oauth-sign@0.4.0
80850 verbose linkMans oauth-sign@0.4.0
80851 silly build qs@1.2.2
80852 info linkStuff qs@1.2.2
80853 silly linkStuff qs@1.2.2 has /Users/apple/Documents/project/web/node_modules/phantomjs/node_modules as its parent node_modules
80854 verbose linkBins qs@1.2.2
80855 verbose linkMans qs@1.2.2
80856 silly build sntp@0.2.4
80857 info linkStuff sntp@0.2.4
80858 silly linkStuff sntp@0.2.4 has /Users/apple/Documents/project/web/node_modules/phantomjs/node_modules as its parent node_modules
80859 verbose linkBins sntp@0.2.4
80860 verbose linkMans sntp@0.2.4
80861 silly build hawk@1.1.1
80862 info linkStuff hawk@1.1.1
80863 silly linkStuff hawk@1.1.1 has /Users/apple/Documents/project/web/node_modules/phantomjs/node_modules as its parent node_modules
80864 verbose linkBins hawk@1.1.1
80865 verbose linkMans hawk@1.1.1
80866 silly build pify@2.3.0
80867 info linkStuff pify@2.3.0
80868 silly linkStuff pify@2.3.0 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
80869 verbose linkBins pify@2.3.0
80870 verbose linkMans pify@2.3.0
80871 silly build pinkie@2.0.1
80872 info linkStuff pinkie@2.0.1
80873 silly linkStuff pinkie@2.0.1 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
80874 verbose linkBins pinkie@2.0.1
80875 verbose linkMans pinkie@2.0.1
80876 silly build pinkie-promise@2.0.0
80877 info linkStuff pinkie-promise@2.0.0
80878 silly linkStuff pinkie-promise@2.0.0 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
80879 verbose linkBins pinkie-promise@2.0.0
80880 verbose linkMans pinkie-promise@2.0.0
80881 silly build path-type@1.1.0
80882 info linkStuff path-type@1.1.0
80883 silly linkStuff path-type@1.1.0 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
80884 verbose linkBins path-type@1.1.0
80885 verbose linkMans path-type@1.1.0
80886 silly build path-exists@2.1.0
80887 info linkStuff path-exists@2.1.0
80888 silly linkStuff path-exists@2.1.0 has /Users/apple/Documents/project/web/node_modules/find-up/node_modules as its parent node_modules
80889 verbose linkBins path-exists@2.1.0
80890 verbose linkMans path-exists@2.1.0
80891 silly build find-up@1.1.0
80892 info linkStuff find-up@1.1.0
80893 silly linkStuff find-up@1.1.0 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
80894 verbose linkBins find-up@1.1.0
80895 verbose linkMans find-up@1.1.0
80896 silly build plur@1.0.0
80897 info linkStuff plur@1.0.0
80898 silly linkStuff plur@1.0.0 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
80899 verbose linkBins plur@1.0.0
80900 verbose linkMans plur@1.0.0
80901 silly build async@0.1.15
80902 info linkStuff async@0.1.15
80903 silly linkStuff async@0.1.15 has /Users/apple/Documents/project/web/node_modules/portscanner/node_modules as its parent node_modules
80904 verbose linkBins async@0.1.15
80905 verbose linkMans async@0.1.15
80906 silly build portscanner@1.0.0
80907 info linkStuff portscanner@1.0.0
80908 silly linkStuff portscanner@1.0.0 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
80909 verbose linkBins portscanner@1.0.0
80910 verbose linkMans portscanner@1.0.0
80911 silly build postcss-value-parser@3.2.3
80912 info linkStuff postcss-value-parser@3.2.3
80913 silly linkStuff postcss-value-parser@3.2.3 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
80914 verbose linkBins postcss-value-parser@3.2.3
80915 verbose linkMans postcss-value-parser@3.2.3
80916 silly build prelude-ls@1.1.2
80917 info linkStuff prelude-ls@1.1.2
80918 silly linkStuff prelude-ls@1.1.2 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
80919 verbose linkBins prelude-ls@1.1.2
80920 verbose linkMans prelude-ls@1.1.2
80921 silly build prepend-http@1.0.3
80922 info linkStuff prepend-http@1.0.3
80923 silly linkStuff prepend-http@1.0.3 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
80924 verbose linkBins prepend-http@1.0.3
80925 verbose linkMans prepend-http@1.0.3
80926 silly build preserve@0.2.0
80927 info linkStuff preserve@0.2.0
80928 silly linkStuff preserve@0.2.0 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
80929 verbose linkBins preserve@0.2.0
80930 verbose linkMans preserve@0.2.0
80931 silly build pretty-ms@2.1.0
80932 info linkStuff pretty-ms@2.1.0
80933 silly linkStuff pretty-ms@2.1.0 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
80934 verbose linkBins pretty-ms@2.1.0
80935 verbose linkMans pretty-ms@2.1.0
80936 silly build private@0.1.6
80937 info linkStuff private@0.1.6
80938 silly linkStuff private@0.1.6 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
80939 verbose linkBins private@0.1.6
80940 verbose linkMans private@0.1.6
80941 silly build process-nextick-args@1.0.6
80942 info linkStuff process-nextick-args@1.0.6
80943 silly linkStuff process-nextick-args@1.0.6 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
80944 verbose linkBins process-nextick-args@1.0.6
80945 verbose linkMans process-nextick-args@1.0.6
80946 silly build progress@1.1.8
80947 info linkStuff progress@1.1.8
80948 silly linkStuff progress@1.1.8 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
80949 verbose linkBins progress@1.1.8
80950 verbose linkMans progress@1.1.8
80951 silly build promised-io@0.3.5
80952 info linkStuff promised-io@0.3.5
80953 silly linkStuff promised-io@0.3.5 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
80954 verbose linkBins promised-io@0.3.5
80955 verbose linkMans promised-io@0.3.5
80956 silly build grunt-modernizr@0.6.1
80957 info linkStuff grunt-modernizr@0.6.1
80958 silly linkStuff grunt-modernizr@0.6.1 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
80959 verbose linkBins grunt-modernizr@0.6.1
80960 verbose link bins [ { 'grunt-modernizr': 'bin/grunt-modernizr' },
80960 verbose link bins   '/Users/apple/Documents/project/web/node_modules/.bin',
80960 verbose link bins   false ]
80961 verbose linkMans grunt-modernizr@0.6.1
80962 silly gentlyRm /Users/apple/Documents/project/web/node_modules/.bin/grunt-modernizr is being purged
80963 verbose gentlyRm don't care about contents; nuking /Users/apple/Documents/project/web/node_modules/.bin/grunt-modernizr
80964 silly build propprop@0.3.0
80965 info linkStuff propprop@0.3.0
80966 silly linkStuff propprop@0.3.0 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
80967 verbose linkBins propprop@0.3.0
80968 verbose linkMans propprop@0.3.0
80969 silly build proto-list@1.2.4
80970 info linkStuff proto-list@1.2.4
80971 silly linkStuff proto-list@1.2.4 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
80972 verbose linkBins proto-list@1.2.4
80973 verbose linkMans proto-list@1.2.4
80974 silly build config-chain@1.1.9
80975 info linkStuff config-chain@1.1.9
80976 silly linkStuff config-chain@1.1.9 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
80977 verbose linkBins config-chain@1.1.9
80978 verbose linkMans config-chain@1.1.9
80979 silly build q@1.4.1
80980 info linkStuff q@1.4.1
80981 silly linkStuff q@1.4.1 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
80982 verbose linkBins q@1.4.1
80983 verbose linkMans q@1.4.1
80984 silly build coa@1.0.1
80985 info linkStuff coa@1.0.1
80986 silly linkStuff coa@1.0.1 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
80987 verbose linkBins coa@1.0.1
80988 verbose linkMans coa@1.0.1
80989 silly build qs@0.4.2
80990 info linkStuff qs@0.4.2
80991 silly linkStuff qs@0.4.2 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
80992 verbose linkBins qs@0.4.2
80993 verbose linkMans qs@0.4.2
80994 silly build connect@1.9.2
80995 info linkStuff connect@1.9.2
80996 silly linkStuff connect@1.9.2 has /Users/apple/Documents/project/web/node_modules/express/node_modules as its parent node_modules
80997 verbose linkBins connect@1.9.2
80998 verbose linkMans connect@1.9.2
80999 silly build express@2.5.11
81000 info linkStuff express@2.5.11
81001 silly linkStuff express@2.5.11 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
81002 verbose linkBins express@2.5.11
81003 verbose link bins [ { express: './bin/express' },
81003 verbose link bins   '/Users/apple/Documents/project/web/node_modules/.bin',
81003 verbose link bins   false ]
81004 verbose linkMans express@2.5.11
81005 silly gentlyRm /Users/apple/Documents/project/web/node_modules/.bin/express is being purged
81006 verbose gentlyRm don't care about contents; nuking /Users/apple/Documents/project/web/node_modules/.bin/express
81007 silly build kind-of@3.0.2
81008 info linkStuff kind-of@3.0.2
81009 silly linkStuff kind-of@3.0.2 has /Users/apple/Documents/project/web/node_modules/randomatic/node_modules as its parent node_modules
81010 verbose linkBins kind-of@3.0.2
81011 verbose linkMans kind-of@3.0.2
81012 silly build randomatic@1.1.5
81013 info linkStuff randomatic@1.1.5
81014 silly linkStuff randomatic@1.1.5 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
81015 verbose linkBins randomatic@1.1.5
81016 verbose linkMans randomatic@1.1.5
81017 silly build range-parser@1.0.3
81018 info linkStuff range-parser@1.0.3
81019 silly linkStuff range-parser@1.0.3 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
81020 verbose linkBins range-parser@1.0.3
81021 verbose linkMans range-parser@1.0.3
81022 silly build minimist@0.0.10
81023 info linkStuff minimist@0.0.10
81024 silly linkStuff minimist@0.0.10 has /Users/apple/Documents/project/web/node_modules/rc/node_modules as its parent node_modules
81025 verbose linkBins minimist@0.0.10
81026 verbose linkMans minimist@0.0.10
81027 silly build pinkie@1.0.0
81028 info linkStuff pinkie@1.0.0
81029 silly linkStuff pinkie@1.0.0 has /Users/apple/Documents/project/web/node_modules/read-all-stream/node_modules as its parent node_modules
81030 verbose linkBins pinkie@1.0.0
81031 verbose linkMans pinkie@1.0.0
81032 silly build pinkie-promise@1.0.0
81033 info linkStuff pinkie-promise@1.0.0
81034 silly linkStuff pinkie-promise@1.0.0 has /Users/apple/Documents/project/web/node_modules/read-all-stream/node_modules as its parent node_modules
81035 verbose linkBins pinkie-promise@1.0.0
81036 verbose linkMans pinkie-promise@1.0.0
81037 silly build graceful-fs@4.1.2
81038 info linkStuff graceful-fs@4.1.2
81039 silly linkStuff graceful-fs@4.1.2 has /Users/apple/Documents/project/web/node_modules/read-json-sync/node_modules as its parent node_modules
81040 verbose linkBins graceful-fs@4.1.2
81041 verbose linkMans graceful-fs@4.1.2
81042 silly build read-json-sync@1.1.1
81043 info linkStuff read-json-sync@1.1.1
81044 silly linkStuff read-json-sync@1.1.1 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
81045 verbose linkBins read-json-sync@1.1.1
81046 verbose linkMans read-json-sync@1.1.1
81047 silly build graceful-fs@4.1.2
81048 info linkStuff graceful-fs@4.1.2
81049 silly linkStuff graceful-fs@4.1.2 has /Users/apple/Documents/project/web/node_modules/readdirp/node_modules as its parent node_modules
81050 verbose linkBins graceful-fs@4.1.2
81051 verbose linkMans graceful-fs@4.1.2
81052 silly build minimatch@2.0.10
81053 info linkStuff minimatch@2.0.10
81054 silly linkStuff minimatch@2.0.10 has /Users/apple/Documents/project/web/node_modules/readdirp/node_modules as its parent node_modules
81055 verbose linkBins minimatch@2.0.10
81056 verbose linkMans minimatch@2.0.10
81057 silly build readline2@1.0.1
81058 info linkStuff readline2@1.0.1
81059 silly linkStuff readline2@1.0.1 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
81060 verbose linkBins readline2@1.0.1
81061 verbose linkMans readline2@1.0.1
81062 silly build esprima-fb@15001.1001.0-dev-harmony-fb
81063 info linkStuff esprima-fb@15001.1001.0-dev-harmony-fb
81064 silly linkStuff esprima-fb@15001.1001.0-dev-harmony-fb has /Users/apple/Documents/project/web/node_modules/recast/node_modules as its parent node_modules
81065 verbose linkBins esprima-fb@15001.1001.0-dev-harmony-fb
81066 verbose link bins [ { esparse: './bin/esparse.js',
81066 verbose link bins     esvalidate: './bin/esvalidate.js' },
81066 verbose link bins   '/Users/apple/Documents/project/web/node_modules/recast/node_modules/.bin',
81066 verbose link bins   false ]
81067 verbose linkMans esprima-fb@15001.1001.0-dev-harmony-fb
81068 silly gentlyRm /Users/apple/Documents/project/web/node_modules/recast/node_modules/.bin/esparse is being purged
81069 silly gentlyRm /Users/apple/Documents/project/web/node_modules/recast/node_modules/.bin/esvalidate is being purged
81070 verbose gentlyRm don't care about contents; nuking /Users/apple/Documents/project/web/node_modules/recast/node_modules/.bin/esparse
81071 verbose gentlyRm don't care about contents; nuking /Users/apple/Documents/project/web/node_modules/recast/node_modules/.bin/esvalidate
81072 silly build repeating@2.0.0
81073 info linkStuff repeating@2.0.0
81074 silly linkStuff repeating@2.0.0 has /Users/apple/Documents/project/web/node_modules/redent/node_modules as its parent node_modules
81075 verbose linkBins repeating@2.0.0
81076 verbose linkMans repeating@2.0.0
81077 silly build indent-string@2.1.0
81078 info linkStuff indent-string@2.1.0
81079 silly linkStuff indent-string@2.1.0 has /Users/apple/Documents/project/web/node_modules/redent/node_modules as its parent node_modules
81080 verbose linkBins indent-string@2.1.0
81081 verbose linkMans indent-string@2.1.0
81082 silly build regenerate@1.2.1
81083 info linkStuff regenerate@1.2.1
81084 silly linkStuff regenerate@1.2.1 has /Users/apple/Documents/project/web/node_modules as its parent node_modules
81085 verbose linkBins regenerate@1.2.1
81086 verbose linkMans regenerate@1.2.1
